Log-ratio,p-value,minFDR,MSU Locus,Gene,Measure,Description
1.508646488,0.000107295,0.006792991,LOC_Os07g10420,LOC_Os07g10420,LOC_Os07g10420,expressed protein
1.507773399,3.72036E-05,0.005281121,LOC_Os05g23440,LOC_Os05g23440,LOC_Os05g23440,"solute carrier family 35 member F1, putative, expressed"
1.504696131,0.002867896,0.029797631,LOC_Os12g08930,LOC_Os12g08930,LOC_Os12g08930,expressed protein
1.504682302,0.014492526,0.082016157,LOC_Os01g53090,LOC_Os01g53090,LOC_Os01g53090,"pathogen-related protein, putative, expressed"
1.504012108,1.75554E-05,0.004379652,LOC_Os03g44150,LOC_Os03g44150,LOC_Os03g44150,"aminotransferase, putative, expressed"
1.502188444,0.01486091,0.08330356,LOC_Os01g58290,LOC_Os01g58290,LOC_Os01g58290,"OsSub9 - Putative Subtilisin homologue, expressed"
1.502057552,0.00021679,0.008906202,LOC_Os12g25630,LOC_Os12g25630,LOC_Os12g25630,"sulfite oxidase, putative, expressed"
1.501296282,0.012139719,0.072779275,LOC_Os12g32610,LOC_Os12g32610,LOC_Os12g32610,expressed protein
1.500899673,0.009510398,0.061990635,LOC_Os05g41490,LOC_Os05g41490,LOC_Os05g41490,"circadian clock coupling factor ZGT, putative, expressed"
1.500847995,0.001105961,0.018253475,LOC_Os01g36790,LOC_Os01g36790,LOC_Os01g36790,"TKL_IRAK_DUF26-lf.2 - DUF26 kinases have homology to DUF26 containing loci, expressed"
1.499023914,8.92143E-05,0.006439144,LOC_Os12g40419,LOC_Os12g40419,LOC_Os12g40419,"protein kinase domain containing protein, expressed"
1.497863889,0.01553302,0.085491646,LOC_Os06g05320,LOC_Os06g05320,LOC_Os06g05320,"transferase family protein, putative, expressed"
1.496044874,0.002471926,0.027480994,LOC_Os03g12260,LOC_Os03g12260,LOC_Os03g12260,"cytochrome P450 protein, putative, expressed"
1.495523699,0.003664589,0.034314176,LOC_Os10g11270,LOC_Os10g11270,LOC_Os10g11270,"sulfotransferase domain containing protein, expressed"
1.495473981,0.001332627,0.019792011,LOC_Os10g34990,LOC_Os10g34990,LOC_Os10g34990,"ubiquitin-carboxyl extension, putative, expressed"
1.494528294,0.000635083,0.014088032,LOC_Os04g08550,LOC_Os04g08550,LOC_Os04g08550,"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
1.493822455,0.000700379,0.014706546,LOC_Os02g36450,LOC_Os02g36450,LOC_Os02g36450,"transporter family protein, putative, expressed"
1.493292049,0.011010954,0.068364655,LOC_Os05g15880,LOC_Os05g15880,LOC_Os05g15880,"glycosyl hydrolase, putative, expressed"
1.490546882,0.005028468,0.041356583,LOC_Os04g47720,LOC_Os04g47720,LOC_Os04g47720,"cis-zeatin O-glucosyltransferase, putative, expressed"
1.490513325,0.000483456,0.012292256,LOC_Os06g45060,LOC_Os06g45060,LOC_Os06g45060,expressed protein
1.489453793,0.001502017,0.020991182,LOC_Os01g72170,LOC_Os01g72170,LOC_Os01g72170,"glutathione S-transferase, putative, expressed"
1.489248931,0.001011445,0.017466694,LOC_Os03g53900,LOC_Os03g53900,LOC_Os03g53900,"universal stress protein domain containing protein, putative, expressed"
1.48796773,6.87512E-05,0.005904717,LOC_Os05g45070,LOC_Os05g45070,LOC_Os05g45070,"harpin-induced protein 1 domain containing protein, expressed"
1.487783909,1.18533E-05,0.004193319,LOC_Os03g07190,LOC_Os03g07190,LOC_Os03g07190,expressed protein
1.486577034,1.17325E-05,0.004193319,LOC_Os03g15020,LOC_Os03g15020,LOC_Os03g15020,"beta-galactosidase precursor, putative, expressed"
1.485313892,0.000165671,0.008034001,LOC_Os02g04640,LOC_Os02g04640,LOC_Os02g04640,"Myb-like DNA-binding domain containing protein, putative, expressed"
1.484113932,0.000949261,0.017011341,LOC_Os06g04240,LOC_Os06g04240,LOC_Os06g04240,expressed protein
1.483972549,3.99979E-05,0.00533286,LOC_Os04g12980,LOC_Os04g12980,LOC_Os04g12980,"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
1.483662486,0.008469723,0.057599067,LOC_Os03g16610,LOC_Os03g16610,LOC_Os03g16610,"laccase precursor protein, putative, expressed"
1.482639551,0.000107645,0.00680479,LOC_Os03g24040,LOC_Os03g24040,LOC_Os03g24040,"seven in absentia protein family domain containing protein, expressed"
1.480360508,0.000235316,0.009251944,LOC_Os01g01610,LOC_Os01g01610,LOC_Os01g01610,"IscA-like iron-sulfur assembly protein, mitochondrial precursor, putative, expressed"
1.479382038,1.1949E-05,0.004193319,LOC_Os01g62290,LOC_Os01g62290,LOC_Os01g62290,"DnaK family protein, putative, expressed"
1.478216797,0.004683392,0.039614595,LOC_Os12g24650,LOC_Os12g24650,LOC_Os12g24650,"leucine aminopeptidase, chloroplast precursor, putative, expressed"
1.477526665,0.004183519,0.037116772,LOC_Os10g40720,LOC_Os10g40720,LOC_Os10g40720,"expansin precursor, putative, expressed"
1.477028728,0.005585334,0.044264722,LOC_Os02g51040,LOC_Os02g51040,LOC_Os02g51040,"expansin precursor, putative, expressed"
1.475735188,3.39886E-06,0.003915718,LOC_Os01g55270,LOC_Os01g55270,LOC_Os01g55270,"SGS domain containing protein, expressed"
1.475270748,0.004061419,0.03653972,LOC_Os06g09660,LOC_Os06g09660,LOC_Os06g09660,"auxin response factor, putative, expressed"
1.471307486,0.008147071,0.056262982,LOC_Os04g13140,LOC_Os04g13140,LOC_Os04g13140,"vignain precursor, putative, expressed"
1.470227003,0.000465997,0.012057614,LOC_Os02g10850,LOC_Os02g10850,LOC_Os02g10850,"OsFBK3 - F-box domain and kelch repeat containing protein, expressed"
1.469951153,7.29853E-05,0.006064271,ChrSy.fgenesh.gene.37,ChrSy.fgenesh.gene.37,ChrSy.fgenesh.gene.37,expressed protein
1.469214439,0.002697493,0.028833799,LOC_Os04g51150,LOC_Os04g51150,LOC_Os04g51150,"transposon protein, putative, unclassified, expressed"
1.469007969,0.000284404,0.009997054,LOC_Os03g50880,LOC_Os03g50880,LOC_Os03g50880,"class I glutamine amidotransferase, putative, expressed"
1.468815088,0.006179391,0.047192173,LOC_Os02g44770,LOC_Os02g44770,LOC_Os02g44770,"uncharacterized mscS family protein, putative, expressed"
1.46537447,0.003879042,0.035614109,LOC_Os09g39650,LOC_Os09g39650,LOC_Os09g39650,"protein kinase family protein, putative, expressed"
1.465249002,0.014780573,0.083062934,LOC_Os12g05210,LOC_Os12g05210,LOC_Os12g05210,expressed protein
1.465021133,0.000281565,0.009930731,LOC_Os09g39910,LOC_Os09g39910,LOC_Os09g39910,"ABC transporter, ATP-binding protein, putative, expressed"
1.464001298,0.001383094,0.020176897,LOC_Os04g35030,LOC_Os04g35030,LOC_Os04g35030,"CSLH3 - cellulose synthase-like family H, expressed"
1.463441849,0.000432726,0.011688055,LOC_Os06g15370,LOC_Os06g15370,LOC_Os06g15370,"peptide transporter PTR2, putative, expressed"
1.463368654,0.000158015,0.007940896,LOC_Os06g51310,LOC_Os06g51310,LOC_Os06g51310,"PAZ domain containing protein, putative, expressed"
1.463105083,0.016550674,0.089000752,LOC_Os01g50420,LOC_Os01g50420,LOC_Os01g50420,"STE_MEKK_ste11_MAP3K.7 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
1.463083267,0.001492331,0.020918592,LOC_Os10g41060,LOC_Os10g41060,LOC_Os10g41060,expressed protein
1.462671041,0.004709994,0.039737264,LOC_Os01g71690,LOC_Os01g71690,LOC_Os01g71690,"recA protein, expressed"
1.461940169,0.002227424,0.025831704,LOC_Os02g43470,LOC_Os02g43470,LOC_Os02g43470,"glutamate dehydrogenase protein, putative, expressed"
1.46188736,0.000703797,0.014728548,LOC_Os12g21789,LOC_Os12g21789,LOC_Os12g21789,expressed protein
1.46128267,0.000329141,0.010576219,LOC_Os09g36790,LOC_Os09g36790,LOC_Os09g36790,expressed protein
1.45882988,0.000746231,0.015051018,LOC_Os10g40490,LOC_Os10g40490,LOC_Os10g40490,"U-box domain containing protein, expressed"
1.45678091,0.003233461,0.031932335,LOC_Os11g04104,LOC_Os11g04104,LOC_Os11g04104,"major facilitator superfamily antiporter, putative, expressed"
1.454752445,1.63242E-05,0.00433666,LOC_Os03g19250,LOC_Os03g19250,LOC_Os03g19250,"AMP-binding enzyme, putative, expressed"
1.452497363,0.005166522,0.041997531,LOC_Os12g31290,LOC_Os12g31290,LOC_Os12g31290,expressed protein
1.451781034,0.00054018,0.012974216,LOC_Os07g42160,LOC_Os07g42160,LOC_Os07g42160,"HD domain containing protein, putative, expressed"
1.451080322,3.99985E-05,0.00533286,LOC_Os05g33310,LOC_Os05g33310,LOC_Os05g33310,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed"
1.450449109,0.000817289,0.015645581,LOC_Os04g44240,LOC_Os04g44240,LOC_Os04g44240,"cytokinin-O-glucosyltransferase 3, putative, expressed"
1.449609995,0.000861935,0.016144996,LOC_Os12g01490,LOC_Os12g01490,LOC_Os12g01490,"MYB family transcription factor, putative, expressed"
1.449276805,0.000770054,0.015231008,LOC_Os09g36810,LOC_Os09g36810,LOC_Os09g36810,"beta-galactosidase precursor, putative, expressed"
1.447810173,0.01619712,0.087843385,LOC_Os06g10530,LOC_Os06g10530,LOC_Os06g10530,expressed protein
1.446122646,0.000809385,0.015596747,LOC_Os04g55720,LOC_Os04g55720,LOC_Os04g55720,"D-3-phosphoglycerate dehydrogenase, chloroplast precursor, putative, expressed"
1.444106877,0.000381783,0.011096583,LOC_Os07g34050,LOC_Os07g34050,LOC_Os07g34050,"harpin-induced protein 1 domain containing protein, expressed"
1.442297459,0.009179525,0.060740801,LOC_Os01g71670,LOC_Os01g71670,LOC_Os01g71670,"glycosyl hydrolases family 17, putative, expressed"
1.442157507,1.07373E-05,0.004193319,LOC_Os03g18790,LOC_Os03g18790,LOC_Os03g18790,"SAG20, putative, expressed"
1.441329002,0.001402813,0.020320575,LOC_Os06g04280,LOC_Os06g04280,LOC_Os06g04280,"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor, putative, expressed"
1.44100666,0.00992319,0.063681018,LOC_Os03g27230,LOC_Os03g27230,LOC_Os03g27230,"phospho-2-dehydro-3-deoxyheptonate aldolase, chloroplast precursor, putative, expressed"
1.440850079,0.001575426,0.021542993,LOC_Os01g03720,LOC_Os01g03720,LOC_Os01g03720,"MYB family transcription factor, putative, expressed"
1.440672159,0.001423996,0.020439217,LOC_Os05g15530,LOC_Os05g15530,LOC_Os05g15530,"aminotransferase domain containing protein, putative, expressed"
1.439873695,0.01343659,0.077966823,LOC_Os01g48360,LOC_Os01g48360,LOC_Os01g48360,expressed protein
1.439670205,0.000772423,0.015251095,LOC_Os05g07710,LOC_Os05g07710,LOC_Os05g07710,"WD40-like domain containing protein, putative, expressed"
1.439258575,3.81393E-05,0.005325553,LOC_Os04g10750,LOC_Os04g10750,LOC_Os04g10750,"inorganic phosphate transporter, putative, expressed"
1.437542439,0.005330683,0.042858156,LOC_Os08g08440,LOC_Os08g08440,LOC_Os08g08440,expressed protein
1.436609983,0.003236361,0.031935592,LOC_Os02g10500,LOC_Os02g10500,LOC_Os02g10500,expressed protein
1.436289787,0.000836829,0.0158774,LOC_Os06g18820,LOC_Os06g18820,LOC_Os06g18820,"serine threonine kinase, putative, expressed"
1.434775591,7.93203E-06,0.004079812,LOC_Os03g16040,LOC_Os03g16040,LOC_Os03g16040,"hsp20/alpha crystallin family protein, putative, expressed"
1.433763862,0.015407942,0.085116339,LOC_Os02g06490,LOC_Os02g06490,LOC_Os02g06490,"vacuolar protein sorting-associated protein 4, putative, expressed"
1.432640076,0.012314599,0.073470385,LOC_Os08g39850,LOC_Os08g39850,LOC_Os08g39850,"lipoxygenase, chloroplast precursor, putative, expressed"
1.431902885,1.33135E-07,0.00139499,LOC_Os11g38870,LOC_Os11g38870,LOC_Os11g38870,"helix-loop-helix DNA-binding domain containing protein, expressed"
1.431531519,0.000617563,0.013841347,LOC_Os10g02970,LOC_Os10g02970,LOC_Os10g02970,"Leucine rich repeat N-terminal domain containing protein, putative, expressed"
1.428422332,0.001604365,0.021747135,LOC_Os03g56580,LOC_Os03g56580,LOC_Os03g56580,"no apical meristem protein, putative, expressed"
1.428355694,0.002219849,0.025779527,LOC_Os06g08110,LOC_Os06g08110,LOC_Os06g08110,"nodulin, putative, expressed"
1.427292645,0.002776892,0.029257188,LOC_Os05g07890,LOC_Os05g07890,LOC_Os05g07890,"embryo-specific 3, putative, expressed"
1.427144051,0.006686632,0.049522903,LOC_Os11g10470,LOC_Os11g10470,LOC_Os11g10470,expressed protein
1.426315308,0.00107213,0.017988443,LOC_Os07g40850,LOC_Os07g40850,LOC_Os07g40850,"retrotransposon protein, putative, unclassified, expressed"
1.426093578,0.000968576,0.017135908,LOC_Os11g05470,LOC_Os11g05470,LOC_Os11g05470,"RCN1 Centroradialis-like1 homogous to TFL1 gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
1.425967216,1.14803E-05,0.004193319,LOC_Os12g36640,LOC_Os12g36640,LOC_Os12g36640,"universal stress protein domain containing protein, putative, expressed"
1.424854636,0.000523516,0.012735152,LOC_Os05g36310,LOC_Os05g36310,LOC_Os05g36310,"zinc finger, C3HC4 type domain containing protein, expressed"
1.424348831,8.67791E-05,0.006425944,LOC_Os12g37060,LOC_Os12g37060,LOC_Os12g37060,expressed protein
1.423202038,1.86052E-05,0.004481503,LOC_Os10g25010,LOC_Os10g25010,LOC_Os10g25010,"OsCML8 - Calmodulin-related calcium sensor protein, expressed"
1.422667503,0.011274296,0.069438396,LOC_Os07g48450,LOC_Os07g48450,LOC_Os07g48450,"no apical meristem protein, putative, expressed"
1.422365665,0.000273823,0.00983417,LOC_Os04g57810,LOC_Os04g57810,LOC_Os04g57810,"GA18008-PA, putative, expressed"
1.422307253,0.001301492,0.019537293,LOC_Os02g14480,LOC_Os02g14480,LOC_Os02g14480,"receptor-like kinase, putative, expressed"
1.422262192,0.007650389,0.053898659,LOC_Os01g68960,LOC_Os01g68960,LOC_Os01g68960,expressed protein
1.419270039,0.000742717,0.015016283,LOC_Os06g01360,LOC_Os06g01360,LOC_Os06g01360,"homogentisate 1,2-dioxygenase, putative, expressed"
1.418266296,9.60687E-05,0.006603406,LOC_Os02g09510,LOC_Os02g09510,LOC_Os02g09510,"limonoid UDP-glucosyltransferase, putative, expressed"
1.41758132,0.004646169,0.03942715,LOC_Os01g09020,LOC_Os01g09020,LOC_Os01g09020,"WD domain, G-beta repeat domain containing protein, expressed"
1.416545391,0.000143471,0.00762123,LOC_Os07g09310,LOC_Os07g09310,LOC_Os07g09310,"thioredoxin, putative, expressed"
1.415005207,0.001400845,0.020317485,LOC_Os04g51940,LOC_Os04g51940,LOC_Os04g51940,"YT521-B, putative, expressed"
1.413636208,0.001910095,0.023783686,LOC_Os01g59740,LOC_Os01g59740,LOC_Os01g59740,expressed protein
1.412527084,0.007586137,0.053626273,LOC_Os01g28500,LOC_Os01g28500,LOC_Os01g28500,"SCP-like extracellular protein, expressed"
1.412240028,3.28864E-05,0.00510494,LOC_Os02g47840,LOC_Os02g47840,LOC_Os02g47840,"universal stress protein domain containing protein, putative, expressed"
1.410458803,0.000170939,0.008122907,LOC_Os01g12430,LOC_Os01g12430,LOC_Os01g12430,"receptor-like protein kinase, putative, expressed"
1.409522772,0.004192051,0.037176734,LOC_Os12g26290,LOC_Os12g26290,LOC_Os12g26290,"alpha-DOX2, putative, expressed"
1.409168959,0.000659665,0.01433085,LOC_Os01g46570,LOC_Os01g46570,LOC_Os01g46570,"CTP synthase, putative, expressed"
1.409092665,0.001775993,0.022910251,LOC_Os06g07030,LOC_Os06g07030,LOC_Os06g07030,"AP2 domain containing protein, expressed"
1.408928871,0.000693566,0.014706546,LOC_Os04g30490,LOC_Os04g30490,LOC_Os04g30490,"MATE efflux family protein, putative, expressed"
1.408921003,0.00093837,0.016930244,LOC_Os09g21210,LOC_Os09g21210,LOC_Os09g21210,"beta-glucan-binding protein 4, putative, expressed"
1.408202171,0.0045772,0.03909509,LOC_Os09g25770,LOC_Os09g25770,LOC_Os09g25770,"auxin-induced protein 5NG4, putative, expressed"
1.408024311,0.000266295,0.009654821,LOC_Os01g06640,LOC_Os01g06640,LOC_Os01g06640,"basic helix-loop-helix, putative, expressed"
1.407539606,0.000523931,0.012735152,LOC_Os07g49520,LOC_Os07g49520,LOC_Os07g49520,"2-oxoglutarate dehydrogenase E1 component, mitochondrial precursor, putative, expressed"
1.406037807,0.000680611,0.014545554,LOC_Os03g60570,LOC_Os03g60570,LOC_Os03g60570,"ZOS3-22 - C2H2 zinc finger protein, expressed"
1.405857861,5.58594E-05,0.005748317,LOC_Os09g27170,LOC_Os09g27170,LOC_Os09g27170,conserved hypothetical protein
1.403304413,0.00033989,0.010644788,LOC_Os02g46180,LOC_Os02g46180,LOC_Os02g46180,"DUF581 domain containing protein, expressed"
1.403129101,7.96707E-07,0.002782632,LOC_Os01g43710,LOC_Os01g43710,LOC_Os01g43710,"cytochrome P450 72A1, putative, expressed"
1.401741028,0.013513775,0.078241376,LOC_Os12g25090,LOC_Os12g25090,LOC_Os12g25090,expressed protein
1.401110411,0.000434487,0.011709721,LOC_Os08g41730,LOC_Os08g41730,LOC_Os08g41730,"peptidase, T1 family, putative, expressed"
1.399906635,0.000198377,0.008567188,LOC_Os09g23595,LOC_Os09g23595,LOC_Os09g23595,expressed protein
1.399373293,0.00138497,0.020197237,LOC_Os09g14700,LOC_Os09g14700,LOC_Os09g14700,"2-aminoethanethiol dioxygenase, putative, expressed"
1.398733377,0.000535199,0.01288413,LOC_Os04g45160,LOC_Os04g45160,LOC_Os04g45160,"DTA2, putative, expressed"
1.397509575,0.001178249,0.018733981,LOC_Os06g42560,LOC_Os06g42560,LOC_Os06g42560,"tryptophan synthase beta chain 2, putative, expressed"
1.396785259,0.000185403,0.008333666,LOC_Os01g71090,LOC_Os01g71090,LOC_Os01g71090,"xylanase inhibitor, putative, expressed"
1.395330131,0.001140868,0.018449773,LOC_Os03g22820,LOC_Os03g22820,LOC_Os03g22820,expressed protein
1.395007133,0.0015385,0.021204088,LOC_Os02g03020,LOC_Os02g03020,LOC_Os02g03020,"EF hand family protein, putative, expressed"
1.394523621,0.0153431,0.084848914,LOC_Os01g66010,LOC_Os01g66010,LOC_Os01g66010,"amino acid transporter, putative, expressed"
1.393607616,0.008996639,0.059964364,LOC_Os10g40700,LOC_Os10g40700,LOC_Os10g40700,"expansin precursor, putative, expressed"
1.393419743,0.000387249,0.011161032,LOC_Os03g41390,LOC_Os03g41390,LOC_Os03g41390,"ZOS3-15 - C2H2 zinc finger protein, expressed"
1.392522812,0.010728361,0.06713154,LOC_Os03g51920,LOC_Os03g51920,LOC_Os03g51920,"peptidase, M50 family, putative, expressed"
1.390971899,0.007121322,0.051398114,LOC_Os08g31850,LOC_Os08g31850,LOC_Os08g31850,expressed protein
1.387273073,0.017399248,0.092226799,LOC_Os06g37150,LOC_Os06g37150,LOC_Os06g37150,"L-ascorbate oxidase precursor, putative, expressed"
1.385435402,5.50989E-06,0.003915718,LOC_Os06g48520,LOC_Os06g48520,LOC_Os06g48520,"disease resistance protein RPM1, putative, expressed"
1.384684801,0.001918627,0.023819165,LOC_Os09g21180,LOC_Os09g21180,LOC_Os09g21180,"homeobox associated leucine zipper, putative, expressed"
1.383871794,0.010180675,0.064787803,LOC_Os11g47600,LOC_Os11g47600,LOC_Os11g47600,"glycosyl hydrolase, putative, expressed"
1.383440197,0.004061266,0.03653972,LOC_Os01g54210,LOC_Os01g54210,LOC_Os01g54210,"GATA zinc finger domain containing protein, expressed"
1.383017302,0.002715176,0.028956352,LOC_Os12g13910,LOC_Os12g13910,LOC_Os12g13910,expressed protein
1.382530272,0.002631112,0.028391951,LOC_Os09g37200,LOC_Os09g37200,LOC_Os09g37200,"transferase family protein, putative, expressed"
1.3824687,0.000504891,0.012542243,LOC_Os10g38870,LOC_Os10g38870,LOC_Os10g38870,"heavy metal-associated domain containing protein, expressed"
1.38222599,0.001801489,0.023066583,LOC_Os10g40934,LOC_Os10g40934,LOC_Os10g40934,"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
1.381381512,0.001744533,0.02272122,LOC_Os05g38264,LOC_Os05g38264,LOC_Os05g38264,expressed protein
1.380791426,0.005041313,0.041413467,LOC_Os05g47770,LOC_Os05g47770,LOC_Os05g47770,"serine/threonine-protein kinase At1g18390 precursor, putative, expressed"
1.378980786,0.000153148,0.007846887,LOC_Os01g03300,LOC_Os01g03300,LOC_Os01g03300,"seven in absentia protein family protein, expressed"
1.377951145,0.003659797,0.034292288,LOC_Os11g44380,LOC_Os11g44380,LOC_Os11g44380,expressed protein
1.377762318,0.007310042,0.052274096,LOC_Os01g34010,LOC_Os01g34010,LOC_Os01g34010,expressed protein
1.377506375,0.000943571,0.016986046,LOC_Os02g55890,LOC_Os02g55890,LOC_Os02g55890,"inorganic H+ pyrophosphatase, putative, expressed"
1.376232624,0.004862549,0.040531707,LOC_Os03g19390,LOC_Os03g19390,LOC_Os03g19390,"TENA/THI-4 family protein, putative, expressed"
1.374050856,1.20061E-05,0.004193319,LOC_Os05g43230,LOC_Os05g43230,LOC_Os05g43230,"oryzain alpha chain precursor, putative, expressed"
1.373968244,0.001960493,0.024125476,LOC_Os07g35300,LOC_Os07g35300,LOC_Os07g35300,"TKL_IRAK_DUF26-lc.11 - DUF26 kinases have homology to DUF26 containing loci, expressed"
1.370260268,0.006238154,0.0474852,LOC_Os03g37290,LOC_Os03g37290,LOC_Os03g37290,"cytochrome P450, putative, expressed"
1.370089293,0.001187911,0.01876944,LOC_Os11g47840,LOC_Os11g47840,LOC_Os11g47840,"OsRhmbd18 - Putative Rhomboid homologue, expressed"
1.37002337,4.11376E-05,0.00533286,LOC_Os02g27000,LOC_Os02g27000,LOC_Os02g27000,"ATP-binding region, ATPase-like domain containing protein, expressed"
1.369850159,6.9112E-06,0.003982428,LOC_Os06g43640,LOC_Os06g43640,LOC_Os06g43640,"Ser/Thr protein phosphatase family protein, putative, expressed"
1.369137764,0.000935552,0.016926913,LOC_Os01g16430,LOC_Os01g16430,LOC_Os01g16430,"cysteine proteinase inhibitor precursor protein, putative, expressed"
1.369011164,0.005315115,0.042790455,LOC_Os10g28120,LOC_Os10g28120,LOC_Os10g28120,"glycosyl hydrolase, putative, expressed"
1.368330002,0.000265522,0.009647165,LOC_Os02g28170,LOC_Os02g28170,LOC_Os02g28170,"transferase family protein, putative, expressed"
1.368106648,0.00968265,0.062752317,LOC_Os07g03377,LOC_Os07g03377,LOC_Os07g03377,"SCP-like extracellular protein, expressed"
1.365528345,0.000923697,0.016802512,LOC_Os01g12000,LOC_Os01g12000,LOC_Os01g12000,expressed protein
1.363947153,0.000681872,0.014545554,LOC_Os10g41660,LOC_Os10g41660,LOC_Os10g41660,"zinc finger, C3HC4 type domain containing protein, expressed"
1.363108158,0.001528294,0.021147451,LOC_Os09g25090,LOC_Os09g25090,LOC_Os09g25090,"CAMK_KIN1/SNF1/Nim1_like.34 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
1.361661673,0.00217923,0.025484344,LOC_Os10g38160,LOC_Os10g38160,LOC_Os10g38160,"glutathione S-transferase, putative, expressed"
1.36164999,4.05952E-05,0.00533286,LOC_Os04g01310,LOC_Os04g01310,LOC_Os04g01310,"serine/threonine-protein kinase receptor precursor, putative, expressed"
1.360414982,0.01108827,0.068716781,LOC_Os04g32030,LOC_Os04g32030,LOC_Os04g32030,"heavy metal-associated domain containing protein, expressed"
1.359932303,0.015942429,0.08690065,LOC_Os05g16220,LOC_Os05g16220,LOC_Os05g16220,expressed protein
1.359253407,0.009463375,0.06178699,LOC_Os09g10010,LOC_Os09g10010,LOC_Os09g10010,expressed protein
1.357105017,0.004570549,0.039070132,LOC_Os09g19750,LOC_Os09g19750,LOC_Os09g19750,expressed protein
1.357047006,0.001913284,0.023788063,LOC_Os01g20030,LOC_Os01g20030,LOC_Os01g20030,expressed protein
1.356964082,0.014311297,0.081397082,LOC_Os01g58230,LOC_Os01g58230,LOC_Os01g58230,expressed protein
1.356721401,3.1186E-06,0.003915718,LOC_Os06g30750,LOC_Os06g30750,LOC_Os06g30750,"reticulon domain containing protein, putative, expressed"
1.354704857,0.001641062,0.022023757,LOC_Os01g51870,LOC_Os01g51870,LOC_Os01g51870,"methyltransferase, putative, expressed"
1.354328156,5.68569E-05,0.005748317,LOC_Os10g25030,LOC_Os10g25030,LOC_Os10g25030,"red chlorophyll catabolite reductase, putative, expressed"
1.352568626,5.24163E-07,0.002192403,LOC_Os02g51750,LOC_Os02g51750,LOC_Os02g51750,"annexin, putative, expressed"
1.352189064,0.000241112,0.009296672,LOC_Os07g23485,LOC_Os07g23485,LOC_Os07g23485,expressed protein
1.346940279,9.30275E-05,0.006558029,LOC_Os12g29740,LOC_Os12g29740,LOC_Os12g29740,expressed protein
1.345564842,0.001121038,0.018342692,LOC_Os07g07040,LOC_Os07g07040,LOC_Os07g07040,"erythrocyte binding protein 3, putative, expressed"
1.345453739,0.0034351,0.033028654,LOC_Os09g23590,LOC_Os09g23590,LOC_Os09g23590,expressed protein
1.345049977,0.00079104,0.015434853,LOC_Os01g68050,LOC_Os01g68050,LOC_Os01g68050,"transmembrane amino acid transporter protein, putative, expressed"
1.342943668,4.62454E-05,0.005511324,LOC_Os09g28910,LOC_Os09g28910,LOC_Os09g28910,"carbonic anhydrase, chloroplast precursor, putative, expressed"
1.341402054,1.48473E-05,0.004289679,LOC_Os04g55650,LOC_Os04g55650,LOC_Os04g55650,"oryzain alpha chain precursor, putative, expressed"
1.341208458,0.00733568,0.05241272,LOC_Os04g44300,LOC_Os04g44300,LOC_Os04g44300,"transposon protein, putative, unclassified, expressed"
1.341169119,0.002587314,0.028167881,LOC_Os10g38740,LOC_Os10g38740,LOC_Os10g38740,"glutathione S-transferase, putative, expressed"
1.341137886,0.000689148,0.014646852,LOC_Os02g38050,LOC_Os02g38050,LOC_Os02g38050,"joka2, putative, expressed"
1.340759754,0.00035824,0.010834283,LOC_Os01g53294,LOC_Os01g53294,LOC_Os01g53294,"respiratory burst oxidase protein B, putative, expressed"
1.340546608,0.004751459,0.039939127,LOC_Os04g42770,LOC_Os04g42770,LOC_Os04g42770,expressed protein
1.340319157,0.000810269,0.015597068,LOC_Os02g11760,LOC_Os02g11760,LOC_Os02g11760,"pleiotropic drug resistance protein, putative, expressed"
1.340062261,0.001399035,0.020303441,LOC_Os03g02190,LOC_Os03g02190,LOC_Os03g02190,"protein kinase domain containing protein, expressed"
1.338843107,0.000679653,0.014544164,LOC_Os07g16970,LOC_Os07g16970,LOC_Os07g16970,"rab GDP dissociation inhibitor alpha, putative, expressed"
1.336720943,0.011266491,0.069424845,LOC_Os01g04050,LOC_Os01g04050,LOC_Os01g04050,"BBTI12 - Bowman-Birk type bran trypsin inhibitor precursor, expressed"
1.335331678,0.000468092,0.012093392,LOC_Os01g21130,LOC_Os01g21130,LOC_Os01g21130,expressed protein
1.334365964,0.000867523,0.016224416,LOC_Os08g39560,LOC_Os08g39560,LOC_Os08g39560,"OTU-like cysteine protease family protein, putative, expressed"
1.334270358,0.000174278,0.008167338,LOC_Os03g55430,LOC_Os03g55430,LOC_Os03g55430,expressed protein
1.333944082,0.000927461,0.016836357,LOC_Os01g66610,LOC_Os01g66610,LOC_Os01g66610,"serine/threonine-protein kinase receptor precursor, putative, expressed"
1.333816886,0.00078865,0.015395381,LOC_Os06g20200,LOC_Os06g20200,LOC_Os06g20200,"gibberellin receptor GID1L2, putative, expressed"
1.332468987,0.000623076,0.013913381,LOC_Os02g48630,LOC_Os02g48630,LOC_Os02g48630,expressed protein
