Log-ratio,p-value,minFDR,Ensembl Gene,Gene,Measure,Description
1.289162397,0.00310551,0.036618738,Zm00001d051856,Zm00001d051856,Zm00001d051856,O-fucosyltransferase family protein
1.289111853,0.001866454,0.027983673,Zm00001d020643,Zm00001d020643,Zm00001d020643,O-fucosyltransferase family protein
1.289017677,6.97142E-05,0.007681223,Zm00001d047340,Zm00001d047340,Zm00001d047340,Allene oxide cyclase 3 chloroplastic
1.288599014,0.000479015,0.015131824,Zm00001d022541,Zm00001d022541,Zm00001d022541,SNARE-like superfamily protein
1.288226604,0.001012782,0.020806099,Zm00001d032353,Zm00001d032353,Zm00001d032353,blue-light receptor phototropin 2
1.287132382,0.003502551,0.03916706,Zm00001d039230,Zm00001d039230,Zm00001d039230,CCT motif family protein
1.286768913,0.002402881,0.031836559,Zm00001d042966,Zm00001d042966,Zm00001d042966,40S ribosomal protein S23-2
1.28672491,0.004408384,0.044764435,Zm00001d019917,Zm00001d019917,Zm00001d019917,CASP-like protein 13
1.286365509,0.000858174,0.019493966,Zm00001d032156,Zm00001d032156,Zm00001d032156,Omega-6 fatty acid desaturase chloroplastic
1.285102129,0.004369351,0.044531069,Zm00001d052247,Zm00001d052247,Zm00001d052247,Shikimate kinase 1 chloroplastic
1.284281254,0.000247225,0.011060173,Zm00001d040659,Zm00001d040659,Zm00001d040659,Late embryogenesis abundant protein Lea5
1.283021927,0.01007675,0.073435533,Zm00001d023242,Zm00001d023242,Zm00001d023242,Two-component response regulator ARR9
1.282439113,8.63101E-05,0.007903162,Zm00001d020618,Zm00001d020618,Zm00001d020618,Lung seven transmembrane receptor family protein
1.2824049,4.03189E-05,0.006278019,Zm00001d034721,Zm00001d034721,Zm00001d034721,RNA helicase4
1.282182217,0.000148663,0.009264678,Zm00001d006433,Zm00001d006433,Zm00001d006433,Ras-related protein RABH1b
1.281794071,0.002909522,0.035564836,Zm00001d034516,Zm00001d034516,Zm00001d034516,Squalene synthase 1
1.281356812,0.007414266,0.060531206,Zm00001d006287,Zm00001d006287,Zm00001d006287,60S ribosomal protein L14-1
1.280849934,0.00042534,0.014357158,Zm00001d040567,Zm00001d040567,Zm00001d040567,CBL-interacting serine/threonine-protein kinase 1
1.280283928,0.001438883,0.024572575,Zm00001d004009,Zm00001d004009,Zm00001d004009,60S ribosomal protein L37a-2
1.280132771,0.001411468,0.024451357,Zm00001d036565,Zm00001d036565,Zm00001d036565,40S ribosomal protein S14-3
1.280129433,0.001093905,0.021616449,Zm00001d042282,Zm00001d042282,Zm00001d042282,Aldolase-type TIM barrel family protein
1.278805733,0.004539552,0.045458605,Zm00001d024674,Zm00001d024674,Zm00001d024674,Multiple organellar RNA editing factor 9 chloroplastic
1.278376341,0.000722015,0.018294137,Zm00001d039560,Zm00001d039560,Zm00001d039560,Thioredoxin superfamily protein
1.278250217,0.00152651,0.025439342,Zm00001d029968,Zm00001d029968,Zm00001d029968,Nucleoside diphosphate kinase family protein
1.278167248,0.000250451,0.011125076,Zm00001d053635,Zm00001d053635,Zm00001d053635,40S ribosomal protein S8
1.277657986,0.003058466,0.036368645,Zm00001d006924,Zm00001d006924,Zm00001d006924,40S ribosomal protein S9%253B Ribosomal protein S9
1.27613616,0.00016243,0.009550202,Zm00001d018718,Zm00001d018718,Zm00001d018718,Plastid division protein PDV2
1.276013985,0.012996626,0.085364133,Zm00001d018763,Zm00001d018763,Zm00001d018763,succinate dehydrogenase1
1.272208929,5.71952E-05,0.007206645,Zm00001d002391,Zm00001d002391,Zm00001d002391,Ubiquitin-specific protease family C19-related protein
1.27207613,0.014508833,0.091360347,Zm00001d003712,Zm00001d003712,Zm00001d003712,abscisic acid stress ripening3
1.271682024,0.007717861,0.061993494,Zm00001d025770,Zm00001d025770,Zm00001d025770,Zinc finger protein CONSTANS-LIKE 5
1.269969225,0.002353006,0.03149408,Zm00001d011263,Zm00001d011263,Zm00001d011263,Ribosomal protein L25/Gln-tRNA synthetase anti-codon-binding domain
1.269842863,0.005427706,0.050268277,Zm00001d010440,Zm00001d010440,Zm00001d010440,sugars will eventually be exported transporter3a
1.269237041,4.37463E-06,0.0036206,Zm00001d006238,Zm00001d006238,Zm00001d006238,Calcium lipid binding protein-like
1.268737316,0.002914179,0.035582057,Zm00001d013758,Zm00001d013758,Zm00001d013758,60S ribosomal protein L24
1.268342972,0.000225979,0.010663118,Zm00001d024602,Zm00001d024602,Zm00001d024602,TMPIT-like protein
1.267859459,0.000481417,0.015193601,Zm00001d003672,Zm00001d003672,Zm00001d003672,40S ribosomal protein S10-1
1.267672151,0.000125758,0.008576095,Zm00001d048356,Zm00001d048356,Zm00001d048356,24-methylenesterol C-methyltransferase 2
1.267351583,0.000156694,0.009423611,Zm00001d018821,Zm00001d018821,Zm00001d018821,RNA-binding protein CP33 chloroplastic
1.266260762,0.001024307,0.02086614,Zm00001d028803,Zm00001d028803,Zm00001d028803,Protein SCAR2
1.265244961,0.001152388,0.022159986,Zm00001d053632,Zm00001d053632,Zm00001d053632,40S ribosomal protein S8
1.26478529,0.000886441,0.019753721,Zm00001d037603,Zm00001d037603,Zm00001d037603,60S ribosomal protein L18-3
1.26312077,0.001783581,0.027333407,Zm00001d030507,Zm00001d030507,Zm00001d030507,WAT1-related protein
1.262545347,4.32769E-05,0.006495495,Zm00001d047828,Zm00001d047828,Zm00001d047828,Protein TOC75-3 chloroplastic
1.261569977,0.008732563,0.066887286,Zm00001d049531,Zm00001d049531,Zm00001d049531,OSJNBa0089K21.9 protein%3B Os04g0471100 protein
1.260378987,0.008544351,0.065998442,Zm00001d052124,Zm00001d052124,Zm00001d052124,Putative DUF231 domain containing family protein
1.260157697,4.52731E-05,0.006571333,Zm00001d009716,Zm00001d009716,Zm00001d009716,Extra-large G-protein-like%3B  protein
1.258248329,0.004035168,0.042325668,Zm00001d047186,Zm00001d047186,Zm00001d047186,40S ribosomal protein S9
1.257802367,0.001116341,0.021787064,Zm00001d016885,Zm00001d016885,Zm00001d016885,F11F12.5 protein
1.25760901,0.000755032,0.018630449,Zm00001d042125,Zm00001d042125,Zm00001d042125,Cytosolic sulfotransferase 17
1.257539272,0.003065832,0.0364075,Zm00001d013282,Zm00001d013282,Zm00001d013282,ribosomal protein S27c
1.25672102,0.00208975,0.029507125,Zm00001d020108,Zm00001d020108,Zm00001d020108,Galactose mutarotase-like superfamily protein
1.256215572,0.007567719,0.06134673,Zm00001d027595,Zm00001d027595,Zm00001d027595,60S ribosomal protein L23
1.256111145,0.006568838,0.056474195,Zm00001d033186,Zm00001d033186,Zm00001d033186,Mitochondrial import receptor subunit TOM5 homolog
1.255628109,5.07354E-05,0.00680928,Zm00001d019139,Zm00001d019139,Zm00001d019139,sterol methyltransferase1
1.254769802,0.00889715,0.067634162,Zm00001d018962,Zm00001d018962,Zm00001d018962,Whole genome shotgun sequence of line PN40024 scaffold_179.assembly12x (Fragment)
1.254423857,7.83945E-05,0.007754513,Zm00001d000414,Zm00001d000414,Zm00001d000414,Disease resistance protein RPM1
1.253887177,0.001229351,0.02283562,Zm00001d002339,Zm00001d002339,Zm00001d002339,40S ribosomal protein S11
1.25320816,0.00015674,0.009423611,Zm00001d030627,Zm00001d030627,Zm00001d030627,Probable prefoldin subunit 3
1.252994537,0.001962486,0.028782623,Zm00001d034059,Zm00001d034059,Zm00001d034059,60S ribosomal protein L13a-1
1.252990127,0.002989842,0.035999364,Zm00001d029672,Zm00001d029672,Zm00001d029672,Chaperone protein ClpC1 chloroplastic
1.250069618,0.000978959,0.020553429,Zm00001d038805,Zm00001d038805,Zm00001d038805,Probable transcriptional regulatory protein
1.249455452,0.004960255,0.047868186,Zm00001d010631,Zm00001d010631,Zm00001d010631,60S ribosomal protein L24%253B 60S ribosomal protein L24 isoform 1%253B 60S ribosomal protein L24 isoform 2%253B 60S ribosomal protein L24 isoform 3
1.249148726,0.014926438,0.093021752,Zm00001d010703,Zm00001d010703,Zm00001d010703,Secretory carrier-associated membrane protein 3
1.247523785,0.001129072,0.02190411,Zm00001d030153,Zm00001d030153,Zm00001d030153,plastid transcriptionally active 18
1.247194767,0.005763164,0.052294968,Zm00001d048988,Zm00001d048988,Zm00001d048988,Non-lysosomal glucosylceramidase
1.247112989,0.000204191,0.01044041,Zm00001d005817,Zm00001d005817,Zm00001d005817,Lung seven transmembrane receptor family protein
1.246439457,0.00108309,0.021510825,Zm00001d010336,Zm00001d010336,Zm00001d010336,Peptide methionine sulfoxide reductase B3
1.246347189,0.003317779,0.03791874,Zm00001d031562,Zm00001d031562,Zm00001d031562,Ras-related protein RABA6a
1.245729953,0.007135703,0.059161791,Zm00001d014970,Zm00001d014970,Zm00001d014970,Ribosomal protein L37
1.245310307,0.001310396,0.023615948,Zm00001d046583,Zm00001d046583,Zm00001d046583,40S ribosomal protein S14
1.244310379,0.001391806,0.024237039,Zm00001d048703,Zm00001d048703,Zm00001d048703,benzoxazinone synthesis4
1.244105339,0.000757724,0.018657956,Zm00001d012161,Zm00001d012161,Zm00001d012161,60S ribosomal protein L5-1 homolog b
1.243511915,0.009021079,0.068272001,Zm00001d010243,Zm00001d010243,Zm00001d010243,Protein root UVB sensitive 6
1.242775917,0.002997275,0.036022266,Zm00001d038114,Zm00001d038114,Zm00001d038114,Peroxisomal adenine nucleotide carrier 1
1.242642164,0.000225547,0.010663118,Zm00001d052961,Zm00001d052961,Zm00001d052961,Protein ROOT HAIR DEFECTIVE 3 homolog 2
1.24242115,0.00567491,0.051717301,Zm00001d051908,Zm00001d051908,Zm00001d051908,OSIGBa0147B06.5 protein
1.239559889,3.38609E-05,0.005950918,Zm00001d031291,Zm00001d031291,Zm00001d031291,Elongator complex protein 2
1.239205599,0.000737503,0.018495909,Zm00001d039176,Zm00001d039176,Zm00001d039176,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
1.238835335,0.001180939,0.022443987,Zm00001d043405,Zm00001d043405,Zm00001d043405,Pentatricopeptide repeat-containing protein
1.23873961,0.000363625,0.013223451,Zm00001d043293,Zm00001d043293,Zm00001d043293,cytokinin oxidase 4
1.238186359,0.002422508,0.032012583,Zm00001d006008,Zm00001d006008,Zm00001d006008,Heat shock protein 90-2
1.237456918,0.010149805,0.073700812,Zm00001d018526,Zm00001d018526,Zm00001d018526,Prolyl 4-hydroxylase 8%253B Prolyl 4-hydroxylase 8-1%253B Prolyl 4-hydroxylase alpha-2 subunit
1.237147331,0.00097666,0.020538066,Zm00001d006340,Zm00001d006340,Zm00001d006340,Molybdenum cofactor sulfurase family protein
1.236760616,0.000791981,0.019028483,Zm00001d002358,Zm00001d002358,Zm00001d002358,necrotic4
1.235439301,0.001044422,0.021072782,Zm00001d000364,Zm00001d000364,Zm00001d000364,Actin-related protein 2/3 complex subunit 3
1.234369516,0.00084828,0.019427932,Zm00001d032114,Zm00001d032114,Zm00001d032114,D-3-phosphoglycerate dehydrogenase 2 chloroplastic
1.233816326,7.16213E-05,0.007681223,Zm00001d039639,Zm00001d039639,Zm00001d039639,Phototropic-responsive NPH3 family protein
1.233706474,0.004335026,0.044324116,Zm00001d031701,Zm00001d031701,Zm00001d031701,60S ribosomal protein L38
1.232007265,0.002681892,0.033845542,Zm00001d018957,Zm00001d018957,Zm00001d018957,60S ribosomal protein L4-1
1.231911898,0.001216782,0.022687871,Zm00001d017144,Zm00001d017144,Zm00001d017144,CMP-sialic acid transporter 3
1.231871605,0.000184113,0.010063099,Zm00001d039754,Zm00001d039754,Zm00001d039754,receptor like protein 7
1.231147051,0.001816933,0.027522749,Zm00001d014946,Zm00001d014946,Zm00001d014946,BAG family molecular chaperone regulator 7
1.230596304,0.002310774,0.031163282,Zm00001d018103,Zm00001d018103,Zm00001d018103,Probable RNA-binding protein ARP1
1.230328083,0.00037277,0.013423801,Zm00001d012050,Zm00001d012050,Zm00001d012050,Zinc finger CCCH domain-containing protein 33
1.228492737,0.000887276,0.019753721,Zm00001d047847,Zm00001d047847,Zm00001d047847,Serine/arginine-rich splicing factor SR45a
1.228041887,0.001843765,0.027770035,Zm00001d022258,Zm00001d022258,Zm00001d022258,Pectin acetylesterase 12
1.227061749,0.001421469,0.024507454,Zm00001d016198,Zm00001d016198,Zm00001d016198,glutamate-oxaloacetic transaminase3
1.227019787,0.000112885,0.008293589,Zm00001d005950,Zm00001d005950,Zm00001d005950,dicarboxylic acid transporter1
1.22688055,0.001436762,0.024572575,Zm00001d013086,Zm00001d013086,Zm00001d013086,40S ribosomal protein S18
1.225941062,0.000100304,0.008077398,Zm00001d020100,Zm00001d020100,Zm00001d020100,protein phosphatase homolog6
1.225799561,0.000501678,0.015489183,Zm00001d012017,Zm00001d012017,Zm00001d012017,Mitochondrial import receptor subunit TOM20-4
1.224320889,0.000236423,0.010899295,Zm00001d009480,Zm00001d009480,Zm00001d009480,Receptor for activated C kinase 1A
1.223178923,0.014438824,0.091138416,Zm00001d042654,Zm00001d042654,Zm00001d042654,Beta-galactosidase
1.223034859,0.009902514,0.072675547,Zm00001d045858,Zm00001d045858,Zm00001d045858,Plasma membrane-associated cation-binding protein 1
1.219549656,0.00980277,0.072250068,Zm00001d044516,Zm00001d044516,Zm00001d044516,DCD (Development and Cell Death) domain protein
1.216813803,0.000282603,0.011759893,Zm00001d010842,Zm00001d010842,Zm00001d010842,Pentatricopeptide repeat-containing protein
1.216489315,0.009187424,0.069211928,Zm00001d050874,Zm00001d050874,Zm00001d050874,NAP1-related protein 2
1.216420263,0.001488646,0.025041201,Zm00001d026051,Zm00001d026051,Zm00001d026051,BTB/POZ domain-containing protein
1.216417551,0.011967072,0.081347125,Zm00001d028616,Zm00001d028616,Zm00001d028616,Putative E3 ubiquitin-protein ligase XBAT31
1.216349602,0.002299122,0.031104893,Zm00001d041819,Zm00001d041819,Zm00001d041819,photosystem I N subunit1
1.215378284,0.004636419,0.045959802,Zm00001d048368,Zm00001d048368,Zm00001d048368,60S ribosomal protein L23
1.213879615,0.002773827,0.034611394,Zm00001d044421,Zm00001d044421,Zm00001d044421,sugars will eventually be exported transporter6a
1.213311672,0.000424214,0.014331419,Zm00001d028557,Zm00001d028557,Zm00001d028557,17.4 kDa class I heat shock protein
1.211087644,0.000635585,0.017356775,Zm00001d024071,Zm00001d024071,Zm00001d024071,Xyloglucan endotransglucosylase/hydrolase protein 2
1.210350037,0.000346203,0.012916976,Zm00001d046317,Zm00001d046317,Zm00001d046317,60S ribosomal protein L11-1
1.210340142,4.88181E-06,0.0036206,Zm00001d031798,Zm00001d031798,Zm00001d031798,BRI1 kinase inhibitor 1
1.210144162,0.001367886,0.023981606,Zm00001d018179,Zm00001d018179,Zm00001d018179,Remorin family protein
1.207360864,0.002855468,0.035134055,Zm00001d003848,Zm00001d003848,Zm00001d003848,Chaperone protein ClpD chloroplastic
1.205839276,0.00131478,0.02365967,Zm00001d006923,Zm00001d006923,Zm00001d006923,40S ribosomal protein S9-2
1.204735518,0.000199486,0.010281261,Zm00001d050119,Zm00001d050119,Zm00001d050119,Activator of heat shock protein ATPase
1.204678774,0.001448582,0.024614781,Zm00001d044417,Zm00001d044417,Zm00001d044417,DNAJ heat shock N-terminal domain-containing protein
1.204556465,0.002197531,0.030331949,Zm00001d034667,Zm00001d034667,Zm00001d034667,Fes1A
1.204061747,0.004094132,0.042773023,Zm00001d049647,Zm00001d049647,Zm00001d049647,Ribosome-like protein
1.204027653,0.001086901,0.021521298,Zm00001d041760,Zm00001d041760,Zm00001d041760,40S ribosomal protein S9-2
1.202587843,0.000939288,0.02022812,Zm00001d017812,Zm00001d017812,Zm00001d017812,P-loop containing nucleoside triphosphate hydrolases superfamily protein
1.202306032,0.003883949,0.04148083,Zm00001d039715,Zm00001d039715,Zm00001d039715,Ultraviolet-B-repressible protein
1.202032089,0.00073286,0.018438253,Zm00001d045578,Zm00001d045578,Zm00001d045578,60S ribosomal protein L9-1
1.201262474,0.007182253,0.059391709,Zm00001d027813,Zm00001d027813,Zm00001d027813,40S ribosomal protein S28
1.200444221,0.010177344,0.073785743,Zm00001d033547,Zm00001d033547,Zm00001d033547,Phytoene synthase chloroplastic
1.200069427,0.000966328,0.020430046,Zm00001d033210,Zm00001d033210,Zm00001d033210,Chaperone protein dnaJ 3
1.199703455,0.000378156,0.013531039,Zm00001d024179,Zm00001d024179,Zm00001d024179,Xyloglucan glycosyltransferase 4
1.19911027,0.001188324,0.022509472,Zm00001d012131,Zm00001d012131,Zm00001d012131,KH domain-containing protein
1.199079037,0.008828782,0.067361862,Zm00001d019219,Zm00001d019219,Zm00001d019219,ribosomal proteinS12 (homolog)
1.197664618,0.001670243,0.026409589,Zm00001d026344,Zm00001d026344,Zm00001d026344,myosin heavy chain-related
1.19726944,0.007709749,0.061963532,Zm00001d039106,Zm00001d039106,Zm00001d039106,40S ribosomal protein S12
1.195471764,0.000603006,0.016865286,Zm00001d006871,Zm00001d006871,Zm00001d006871,40S ribosomal protein Sa-1
1.195426464,0.000666635,0.017672704,Zm00001d009870,Zm00001d009870,Zm00001d009870,Elongation factor 1-alpha
1.195131898,0.005034354,0.048190128,Zm00001d031736,Zm00001d031736,Zm00001d031736,Heat shock factor protein 7
1.193676025,0.002128958,0.029747981,Zm00001d009684,Zm00001d009684,Zm00001d009684,Putative DUF1296 domain containing family protein
1.193276644,0.000682199,0.017831227,Zm00001d037610,Zm00001d037610,Zm00001d037610,GDSL esterase/lipase
1.193077743,0.010401701,0.074832872,Zm00001d014703,Zm00001d014703,Zm00001d014703,AT3G13000 (E%3D2e-240) | transcription factor
1.192069054,9.81724E-05,0.008077398,Zm00001d019249,Zm00001d019249,Zm00001d019249,Protein RETICULATA chloroplastic
1.19159174,0.000187593,0.010063099,Zm00001d048496,Zm00001d048496,Zm00001d048496,Per1-like family protein
1.191435337,0.002112198,0.029696469,Zm00001d036403,Zm00001d036403,Zm00001d036403,Translocon-associated protein subunit alpha
1.191067696,0.003052216,0.03634929,Zm00001d016469,Zm00001d016469,Zm00001d016469,Gamma-glutamylcyclotransferase 2-2
1.190058708,0.012188851,0.082145866,Zm00001d026164,Zm00001d026164,Zm00001d026164,OSJNBa0010H02.21 protein
1.189775229,0.0147962,0.092475737,Zm00001d028586,Zm00001d028586,Zm00001d028586,Protein TOC75-3 chloroplastic
1.189469337,0.000535253,0.015921553,Zm00001d013937,Zm00001d013937,Zm00001d013937,Protochlorophyllide reductase C chloroplastic
1.189427853,8.80359E-05,0.007976787,Zm00001d043991,Zm00001d043991,Zm00001d043991,DNA binding activity2
1.188653946,0.005634243,0.051456538,Zm00001d051929,Zm00001d051929,Zm00001d051929,60S ribosomal protein L23
1.186860561,0.000196447,0.010218375,Zm00001d031939,Zm00001d031939,Zm00001d031939,40S ribosomal protein S25-2
1.185897589,0.000784383,0.018923354,Zm00001d026291,Zm00001d026291,Zm00001d026291,DNA methyl transferase2
1.185726166,0.005085094,0.048417973,Zm00001d022445,Zm00001d022445,Zm00001d022445,Alpha-galactosidase 3
1.184963465,0.001673415,0.026438485,Zm00001d034832,Zm00001d034832,Zm00001d034832,Probable acyl-activating enzyme 16 chloroplastic
1.184775382,0.002447754,0.032170954,Zm00001d020620,Zm00001d020620,Zm00001d020620,Lung seven transmembrane receptor family protein
1.184037685,2.10444E-05,0.005517011,Zm00001d034553,Zm00001d034553,Zm00001d034553,Cellulose synthase-5
1.183994293,9.55658E-05,0.008077398,Zm00001d042329,Zm00001d042329,Zm00001d042329,Mitochondrial import receptor subunit TOM20-4
1.183837175,0.000395719,0.013856856,Zm00001d031651,Zm00001d031651,Zm00001d031651,Mitochondrial import inner membrane translocase subunit Tim8
1.183352903,2.46476E-05,0.005558621,Zm00001d048073,Zm00001d048073,Zm00001d048073,Heat shock 70 kDa protein 8
1.182433128,0.000498139,0.015436424,Zm00001d025193,Zm00001d025193,Zm00001d025193,Eukaryotic translation initiation factor 3 subunit H
1.182003975,3.61558E-05,0.00614272,Zm00001d044513,Zm00001d044513,Zm00001d044513,Ascorbate transporter chloroplastic
1.181916475,0.000292662,0.012000651,Zm00001d025817,Zm00001d025817,Zm00001d025817,CLIP-associated protein
1.181889772,0.000518672,0.015699362,Zm00001d031677,Zm00001d031677,Zm00001d031677,MtN19-like protein
1.181390762,1.83191E-05,0.005258244,Zm00001d043601,Zm00001d043601,Zm00001d043601,NADP-dependent malic enzyme6
1.179947734,0.013904029,0.089209015,Zm00001d037870,Zm00001d037870,Zm00001d037870,Eukaryotic peptide chain release factor subunit 1-1
1.179940224,0.001775037,0.02726624,Zm00001d005636,Zm00001d005636,Zm00001d005636,Proton pump-interactor 1
1.179740429,0.000235145,0.010891715,Zm00001d032386,Zm00001d032386,Zm00001d032386,phosphofructose kinase2
1.178312778,0.000455738,0.014816256,Zm00001d038535,Zm00001d038535,Zm00001d038535,60S ribosomal protein L30-2
1.177685738,0.003642394,0.039930789,Zm00001d018034,Zm00001d018034,Zm00001d018034,geranylgeranyl hydrogenase1
1.177668095,0.001421675,0.024507454,Zm00001d007573,Zm00001d007573,Zm00001d007573,CDK5RAP1-like protein
1.177554131,0.000936378,0.02020393,Zm00001d050921,Zm00001d050921,Zm00001d050921,60S ribosomal protein L6
1.177424431,0.000143173,0.009148986,Zm00001d041568,Zm00001d041568,Zm00001d041568,60S ribosomal protein L2
1.17710638,0.000983532,0.020594479,Zm00001d011992,Zm00001d011992,Zm00001d011992,60S ribosomal protein L13
1.177001119,0.010671266,0.075911154,Zm00001d014973,Zm00001d014973,Zm00001d014973,Alg9-like mannosyltransferase family
1.176655769,0.000310006,0.012264261,Zm00001d044220,Zm00001d044220,Zm00001d044220,centromere protein C 1
1.176256418,0.000207716,0.010517596,Zm00001d044042,Zm00001d044042,Zm00001d044042,malate dehydrogenase3
1.174537241,0.00702823,0.058517491,Zm00001d026633,Zm00001d026633,Zm00001d026633,Putative RING zinc finger domain superfamily protein
1.172988415,0.001327115,0.023797293,Zm00001d011741,Zm00001d011741,Zm00001d011741,40S ribosomal protein S24
1.17236042,0.000668726,0.017672704,Zm00001d007940,Zm00001d007940,Zm00001d007940,Eukaryotic translation initiation factor 5A-1
1.171771288,0.000630325,0.017261065,Zm00001d053880,Zm00001d053880,Zm00001d053880,Protein CHLOROPLAST IMPORT APPARATUS 2
1.17116785,0.000436349,0.014626253,Zm00001d014844,Zm00001d014844,Zm00001d014844,14-alpha-glucan-branching enzyme 2-2 chloroplastic/amyloplastic
1.170281649,0.007654969,0.061647351,Zm00001d036940,Zm00001d036940,Zm00001d036940,UDP-galactose/UDP-glucose transporter 3
1.168686867,0.005327187,0.049818388,Zm00001d045570,Zm00001d045570,Zm00001d045570,Glycerolphosphate mutase
1.168624401,0.007357234,0.060324412,Zm00001d028786,Zm00001d028786,Zm00001d028786,40S ribosomal protein S7
1.167865753,0.001015411,0.020806099,Zm00001d000270,Zm00001d000270,Zm00001d000270,DNA-directed RNA polymerase subunit beta
1.167000651,0.000125308,0.008576095,Zm00001d019100,Zm00001d019100,Zm00001d019100,Protein YLS3
1.165609598,1.29593E-05,0.00455009,Zm00001d005814,Zm00001d005814,Zm00001d005814,Photosystem I chlorophyll a/b-binding protein 6 chloroplastic
1.165600777,2.58767E-05,0.005558621,Zm00001d013966,Zm00001d013966,Zm00001d013966,Succinate dehydrogenase subunit 3
1.165296555,8.65041E-05,0.007903162,Zm00001d042555,Zm00001d042555,Zm00001d042555,Zinc-binding dehydrogenase family protein
1.163682222,0.009880881,0.072586544,Zm00001d003280,Zm00001d003280,Zm00001d003280,Probable galactinol--sucrose galactosyltransferase 2
1.163615227,0.002382226,0.03166959,Zm00001d025859,Zm00001d025859,Zm00001d025859,MazG nucleotide pyrophosphohydrolase domain protein
1.162492514,0.010751212,0.076307365,Zm00001d013191,Zm00001d013191,Zm00001d013191,Cytochrome b6-f complex subunit 7
1.161421776,0.001678519,0.026476561,Zm00001d049945,Zm00001d049945,Zm00001d049945,Ribosomal protein
1.159272909,0.000551241,0.016176853,Zm00001d009071,Zm00001d009071,Zm00001d009071,sugars will eventually be exported transporter17b
1.158622742,0.000293569,0.012003093,Zm00001d016549,Zm00001d016549,Zm00001d016549,60S ribosomal protein L35-1
1.158023357,5.6671E-05,0.007202424,Zm00001d017874,Zm00001d017874,Zm00001d017874,LORELEI-LIKE-GPI ANCHORED PROTEIN 3
1.157497883,0.003463314,0.038922934,Zm00001d003087,Zm00001d003087,Zm00001d003087,CLIP-associated protein
1.157481194,0.00095331,0.020328521,Zm00001d017930,Zm00001d017930,Zm00001d017930,organelle RRM protein1
1.157244444,0.002945595,0.035766979,Zm00001d052921,Zm00001d052921,Zm00001d052921,THUMP domain-containing protein
1.156793594,0.000347672,0.012932018,Zm00001d050920,Zm00001d050920,Zm00001d050920,60S ribosomal protein L6
1.156773329,0.000868426,0.019592686,Zm00001d051016,Zm00001d051016,Zm00001d051016,Nicotinamidase 1
1.155589104,0.01086596,0.076700286,Zm00001d019896,Zm00001d019896,Zm00001d019896,Major pollen allergen Car b 1 isoforms 1A and 1B
1.155330658,1.52053E-05,0.004986391,Zm00001d049853,Zm00001d049853,Zm00001d049853,HEAT repeat family protein
1.154683113,0.00045854,0.014853076,Zm00001d048574,Zm00001d048574,Zm00001d048574,Probable amino-acid acetyltransferase NAGS1 chloroplastic
1.153990746,0.000153947,0.009414961,Zm00001d041036,Zm00001d041036,Zm00001d041036,Protein RETICULATA-RELATED 3 chloroplastic
1.153838158,0.00010641,0.008274588,Zm00001d009122,Zm00001d009122,Zm00001d009122,Pentatricopeptide repeat-containing protein  mitochondrial
1.153452873,0.000815904,0.01918311,Zm00001d018383,Zm00001d018383,Zm00001d018383,ribosomal protein L39
1.153230906,0.000541765,0.01606248,Zm00001d024141,Zm00001d024141,Zm00001d024141,Transmembrane 9 superfamily member 9
1.152737141,0.004218178,0.043548337,Zm00001d011816,Zm00001d011816,Zm00001d011816,40S ribosomal protein S10-1
1.1526227,0.003881971,0.04148083,Zm00001d033606,Zm00001d033606,Zm00001d033606,Protein yippee-like
1.152557373,9.90241E-05,0.008077398,Zm00001d034525,Zm00001d034525,Zm00001d034525,adenosine 5'-phosphosulfate reductase-like8
1.152184963,0.000960146,0.020376023,Zm00001d010672,Zm00001d010672,Zm00001d010672,Metacaspase type II
1.150939941,0.001212345,0.022674126,Zm00001d020315,Zm00001d020315,Zm00001d020315,conserved telomere maintenance component 1
1.14993906,0.004651229,0.046036984,Zm00001d005244,Zm00001d005244,Zm00001d005244,G-box-binding factor 1
1.149898529,0.00112461,0.021882311,Zm00001d050193,Zm00001d050193,Zm00001d050193,60S ribosomal protein L7-2
1.149343967,0.006818906,0.057594818,Zm00001d046661,Zm00001d046661,Zm00001d046661,Amino acid transporter-like protein%253B Amino acid transporter-like protein isoform 1%253B Amino acid transporter-like protein isoform 2
1.148119211,0.01391717,0.089248,Zm00001d052218,Zm00001d052218,Zm00001d052218,Inactive exonuclease DIS3L2
1.147472382,0.000119202,0.008451109,Zm00001d002386,Zm00001d002386,Zm00001d002386,Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B4FDL3]
1.146911144,0.000167505,0.009636901,Zm00001d034401,Zm00001d034401,Zm00001d034401,Probable zinc metalloprotease EGY1 chloroplastic
1.146546364,0.000857515,0.019491855,Zm00001d028931,Zm00001d028931,Zm00001d028931,galactinol synthase1
1.145932674,0.003318973,0.03791874,Zm00001d007118,Zm00001d007118,Zm00001d007118,V-type proton ATPase subunit F
1.145820737,0.000228611,0.010689556,Zm00001d036297,Zm00001d036297,Zm00001d036297,Zinc finger%252C C2H2 type family protein isoform 1%253B Zinc finger%252C C2H2 type family protein isoform 2
1.145552874,0.00068334,0.017831227,Zm00001d053754,Zm00001d053754,Zm00001d053754,Probable small nuclear ribonucleoprotein F
